0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1428571428571428e-07,1.143437342928636e-06,3.2324006034624905e-06,8.086889109385986e-06,1.793167492684128e-05,3.5306147227029054e-05,7.339869692153904e-05,0.0001363839393708651,0.0002442355443953155,0.00045237148084646,0.0008574030768706985,0.0019439132658501865,0.004261398327592511,0.0015071343484866757,0.0011041607153860168,0.0011041607153860168,0.0011041607153860168,0.4471385426453778,0.0020879060919139795
